table_id,canonical_key,canonical_section,canonical_item,company,document_year,year,scope,restated,unit,source_count,mapping_status,conflict_status,final_value,source_rows,canonical_order,row_type,row_level,parent_section,order_source,reference_capture_run_id,reference_row_order,values_found,units_found
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::工资及福利费,,工资及福利费,交银人寿,2023,2023.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:工资及福利费 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:工资及福利费,,,,,,,,400219248.0 | 364635392.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::工资及福利费,,工资及福利费,交银人寿,2023,2022.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:工资及福利费 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:工资及福利费,,,,,,,,366354777.0 | 321213616.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::服务费,,服务费,交银人寿,2023,2023.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:服务费 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:服务费,,,,,,,,93215390.0 | 84247166.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::服务费,,服务费,交银人寿,2023,2022.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:服务费 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:服务费,,,,,,,,100887523.0 | 91691719.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::社会统筹保险费,,社会统筹保险费,交银人寿,2023,2023.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:社会统筹保险费 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:社会统筹保险费,,,,,,,,86485664.0 | 80909946.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::社会统筹保险费,,社会统筹保险费,交银人寿,2023,2022.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:社会统筹保险费 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:社会统筹保险费,,,,,,,,80307620.0 | 74919141.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::使用权资产折旧,,使用权资产折旧,交银人寿,2023,2023.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:使用权资产折旧 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:使用权资产折旧,,,,,,,,83525836.0 | 74913512.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::使用权资产折旧,,使用权资产折旧,交银人寿,2023,2022.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:使用权资产折旧 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:使用权资产折旧,,,,,,,,84362233.0 | 76246198.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::住房公积金,,住房公积金,交银人寿,2023,2023.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:住房公积金 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:住房公积金,,,,,,,,41809403.0 | 39291870.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::住房公积金,,住房公积金,交银人寿,2023,2022.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:住房公积金 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:住房公积金,,,,,,,,38748267.0 | 36352290.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::物业及公杂费,,物业及公杂费,交银人寿,2023,2023.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:物业及公杂费 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:物业及公杂费,,,,,,,,23826140.0 | 21962214.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::物业及公杂费,,物业及公杂费,交银人寿,2023,2022.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:物业及公杂费 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:物业及公杂费,,,,,,,,27270111.0 | 25463367.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::委托投资管理费,,委托投资管理费,交银人寿,2023,2023.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:委托投资管理费 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:委托投资管理费,,,,,,,,22752804.0 | 101103832.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::委托投资管理费,,委托投资管理费,交银人寿,2023,2022.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:委托投资管理费 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:委托投资管理费,,,,,,,,19733902.0 | 114456877.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::会议费,,会议费,交银人寿,2023,2023.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:会议费 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:会议费,,,,,,,,22484904.0 | 22004904.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::会议费,,会议费,交银人寿,2023,2022.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:会议费 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:会议费,,,,,,,,10339761.0 | 9859761.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::无形资产摊销,,无形资产摊销,交银人寿,2023,2023.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:无形资产摊销 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:无形资产摊销,,,,,,,,20520814.0 | 18374671.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::无形资产摊销,,无形资产摊销,交银人寿,2023,2022.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:无形资产摊销 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:无形资产摊销,,,,,,,,16677074.0 | 14803172.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::业务宣传费,,业务宣传费,交银人寿,2023,2023.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:业务宣传费 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:业务宣传费,,,,,,,,15961738.0 | 15886589.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::业务宣传费,,业务宣传费,交银人寿,2023,2022.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:业务宣传费 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:业务宣传费,,,,,,,,16874749.0 | 16868537.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::差旅费,,差旅费,交银人寿,2023,2023.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:差旅费 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:差旅费,,,,,,,,13665317.0 | 12982002.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::差旅费,,差旅费,交银人寿,2023,2022.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:差旅费 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:差旅费,,,,,,,,5994930.0 | 5716214.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::业务招待费,,业务招待费,交银人寿,2023,2023.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:业务招待费 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:业务招待费,,,,,,,,11882469.0 | 11877032.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::业务招待费,,业务招待费,交银人寿,2023,2022.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:业务招待费 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:业务招待费,,,,,,,,15801956.0 | 15720140.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::邮电费,,邮电费,交银人寿,2023,2023.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:邮电费 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:邮电费,,,,,,,,10130550.0 | 9911239.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::软件维护修理费,,软件维护修理费,交银人寿,2023,2023.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:软件维护修理费 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:软件维护修理费,,,,,,,,9690385.0 | 7558202.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::软件维护修理费,,软件维护修理费,交银人寿,2023,2022.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:软件维护修理费 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:软件维护修理费,,,,,,,,9508847.0 | 8938145.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::工会经费和职工教育经费,,工会经费和职工教育经费,交银人寿,2023,2023.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:工会经费和职工教育经费 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:工会经费和职工教育经费,,,,,,,,8315811.0 | 7550795.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::工会经费和职工教育经费,,工会经费和职工教育经费,交银人寿,2023,2022.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:工会经费和职工教育经费 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:工会经费和职工教育经费,,,,,,,,8139837.0 | 7227635.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::固定资产折旧,,固定资产折旧,交银人寿,2023,2023.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:固定资产折旧 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:固定资产折旧,,,,,,,,6502953.0 | 6082436.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::固定资产折旧,,固定资产折旧,交银人寿,2023,2022.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:固定资产折旧 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:固定资产折旧,,,,,,,,7096977.0 | 6585788.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::租赁费,,租赁费,交银人寿,2023,2023.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:租赁费 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:租赁费,,,,,,,,1065081.0 | 361454.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::租赁费,,租赁费,交银人寿,2023,2022.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:租赁费 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:租赁费,,,,,,,,2200322.0 | 1056327.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::其他,,其他,交银人寿,2023,2023.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:其他 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:其他,,,,,,,,29810673.0 | 28242193.0,
交银人寿20222025业务及管理费,CANON::交银人寿20222025业务及管理费::::其他,,其他,交银人寿,2023,2022.0,,False,,2,AUTO_EXACT_IDENTITY,VALUE_CONFLICT,,交银人寿2023年报__业务及管理费__20260721T162522:p100:其他 | 交银人寿2023年报__业务及管理费__20260721T162522:p100:其他,,,,,,,,37755495.0 | 34721253.0,
