capture_run_id,company,document_year,table_id,pdf_name,table_query,note_number,located_title,row_order,row_type,row_level,parent_section,raw_item,normalized_item,capture_canonical_item,capture_mapping_status,year,scope,restated,header_raw,value_raw,value,value_yuan,unit,original_unit,page,header_source_page,source_method,source_key,canonical_section,canonical_item,category,mapping_status,mapping_note,canonical_key
建信人寿2022年报__业务及管理费__20260721T155348,建信人寿,2022,建信人寿业务及管理费20222025,e7eec2489f81_建信人寿2022年报.pdf,业务及管理费,,"合计 4,051,761,120 3,369,170,56749. 业务及管理费",19,DETAIL,0,,租赁负债利息支出,租赁负债利息支出,,UNMAPPED,2021.0,,False,2021.0,"7,047,723",7047723.0,,,,144,,spatial_roi+column_anchors,||租赁负债利息支出,,租赁负债利息支出,,AUTO_EXACT_IDENTITY,,CANON::建信人寿业务及管理费20222025::::租赁负债利息支出
建信人寿2022年报__业务及管理费__20260721T155348,建信人寿,2022,建信人寿业务及管理费20222025,e7eec2489f81_建信人寿2022年报.pdf,业务及管理费,,"合计 4,051,761,120 3,369,170,56749. 业务及管理费",20,DETAIL,0,,印刷费,印刷费,,UNMAPPED,2022.0,,False,2022.0,"6,616,015",6616015.0,,,,144,,spatial_roi+column_anchors,||印刷费,,印刷费,,AUTO_EXACT_IDENTITY,,CANON::建信人寿业务及管理费20222025::::印刷费
建信人寿2022年报__业务及管理费__20260721T155348,建信人寿,2022,建信人寿业务及管理费20222025,e7eec2489f81_建信人寿2022年报.pdf,业务及管理费,,"合计 4,051,761,120 3,369,170,56749. 业务及管理费",20,DETAIL,0,,印刷费,印刷费,,UNMAPPED,2021.0,,False,2021.0,"9,563,143",9563143.0,,,,144,,spatial_roi+column_anchors,||印刷费,,印刷费,,AUTO_EXACT_IDENTITY,,CANON::建信人寿业务及管理费20222025::::印刷费
建信人寿2022年报__业务及管理费__20260721T155348,建信人寿,2022,建信人寿业务及管理费20222025,e7eec2489f81_建信人寿2022年报.pdf,业务及管理费,,"合计 4,051,761,120 3,369,170,56749. 业务及管理费",21,DETAIL,0,,银行结算费,银行结算费,,UNMAPPED,2022.0,,False,2022.0,"5,543,677",5543677.0,,,,144,,spatial_roi+column_anchors,||银行结算费,,银行结算费,,AUTO_EXACT_IDENTITY,,CANON::建信人寿业务及管理费20222025::::银行结算费
建信人寿2022年报__业务及管理费__20260721T155348,建信人寿,2022,建信人寿业务及管理费20222025,e7eec2489f81_建信人寿2022年报.pdf,业务及管理费,,"合计 4,051,761,120 3,369,170,56749. 业务及管理费",21,DETAIL,0,,银行结算费,银行结算费,,UNMAPPED,2021.0,,False,2021.0,"5,520,049",5520049.0,,,,144,,spatial_roi+column_anchors,||银行结算费,,银行结算费,,AUTO_EXACT_IDENTITY,,CANON::建信人寿业务及管理费20222025::::银行结算费
建信人寿2022年报__业务及管理费__20260721T155348,建信人寿,2022,建信人寿业务及管理费20222025,e7eec2489f81_建信人寿2022年报.pdf,业务及管理费,,"合计 4,051,761,120 3,369,170,56749. 业务及管理费",22,DETAIL,0,,会议费,会议费,,UNMAPPED,2022.0,,False,2022.0,"4,444,698",4444698.0,,,,144,,spatial_roi+column_anchors,||会议费,,会议费,,AUTO_EXACT_IDENTITY,,CANON::建信人寿业务及管理费20222025::::会议费
建信人寿2022年报__业务及管理费__20260721T155348,建信人寿,2022,建信人寿业务及管理费20222025,e7eec2489f81_建信人寿2022年报.pdf,业务及管理费,,"合计 4,051,761,120 3,369,170,56749. 业务及管理费",22,DETAIL,0,,会议费,会议费,,UNMAPPED,2021.0,,False,2021.0,"8,414,574",8414574.0,,,,144,,spatial_roi+column_anchors,||会议费,,会议费,,AUTO_EXACT_IDENTITY,,CANON::建信人寿业务及管理费20222025::::会议费
建信人寿2022年报__业务及管理费__20260721T155348,建信人寿,2022,建信人寿业务及管理费20222025,e7eec2489f81_建信人寿2022年报.pdf,业务及管理费,,"合计 4,051,761,120 3,369,170,56749. 业务及管理费",23,DETAIL,0,,其他税费,其他税费,,UNMAPPED,2022.0,,False,2022.0,"1,016,349",1016349.0,,,,144,,spatial_roi+column_anchors,||其他税费,,其他税费,,AUTO_EXACT_IDENTITY,,CANON::建信人寿业务及管理费20222025::::其他税费
建信人寿2022年报__业务及管理费__20260721T155348,建信人寿,2022,建信人寿业务及管理费20222025,e7eec2489f81_建信人寿2022年报.pdf,业务及管理费,,"合计 4,051,761,120 3,369,170,56749. 业务及管理费",23,DETAIL,0,,其他税费,其他税费,,UNMAPPED,2021.0,,False,2021.0,"1,919,606",1919606.0,,,,144,,spatial_roi+column_anchors,||其他税费,,其他税费,,AUTO_EXACT_IDENTITY,,CANON::建信人寿业务及管理费20222025::::其他税费
建信人寿2022年报__业务及管理费__20260721T155348,建信人寿,2022,建信人寿业务及管理费20222025,e7eec2489f81_建信人寿2022年报.pdf,业务及管理费,,"合计 4,051,761,120 3,369,170,56749. 业务及管理费",24,DETAIL,0,,其他,其他,,UNMAPPED,2022.0,,False,2022.0,"148,325,734",148325734.0,,,,144,,spatial_roi+column_anchors,||其他,,其他,,AUTO_EXACT_IDENTITY,,CANON::建信人寿业务及管理费20222025::::其他
